Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
1,12,218,1,2,2,1,1,1,1,1,1,0,41326,0,4
1,4,152,3,1,2,1,2,1,2,1,2,0,41326,0,6
2,2,266,3,2,2,1,2,2,2,1,2,0,41332,0,3
2,5,266,1,2,2,3,2,1,2,1,1,80,41326,0,7
2,2,266,2,1,2,1,2,1,2,1,1,0,41326,0,3
2,2,265,3,1,2,2,2,1,2,1,3,0,41332,0,8
2,5,264,1,4,2,2,2,2,2,1,1,0,41401,0,2
1,2,307,1,3,2,1,2,2,2,1,1,0,41326,0,2
1,2,307,2,1,2,1,2,2,2,1,1,0,41326,0,11
1,24,307,1,2,2,2,1,1,1,1,1,50,41327,0,5
1,2,307,3,2,2,1,2,2,2,1,4,0,41326,0,5
1,4,307,2,5,2,2,2,1,2,1,1,0,41326,0,4
1,2,307,2,2,2,2,2,2,2,1,1,0,41401,0,5
2,12,265,2,4,3,3,2,1,1,1,1,100,41401,0,11
2,0,266,3,1,2,1,2,2,2,1,4,0,41326,0,0
2,21,266,1,1,2,1,1,1,1,1,1,0,41326,0,3
1,3,307,1,1,1,2,3,3,3,1,1,0,41401,0,2
1,53,307,1,7,2,2,1,3,3,1,1,0,41326,0,1
2,6,266,2,5,2,2,2,2,2,2,1,0,41326,0,1
2,5,299,1,4,2,1,1,1,2,1,1,0,41326,0,4
2,30,266,2,5,2,2,1,1,1,1,1,1,41326,0,1
2,2,266,3,1,2,2,2,2,2,1,4,0,41326,0,7
2,2,266,2,5,1,1,1,1,2,1,1,0,41326,0,3
2,4,266,3,5,2,1,1,1,2,1,4,0,41326,0,6
2,24,266,2,1,2,1,1,1,1,1,1,50,41326,0,5
2,36,266,1,1,2,1,1,1,1,1,1,0,41401,0,6
1,4,307,2,2,2,1,2,2,2,1,1,0,41327,0,1
1,60,152,1,2,1,1,3,3,2,2,1,0,41401,0,1
2,4,264,2,1,1,3,2,1,2,1,1,250,41326,0,2
1,4,205,2,2,1,2,1,1,3,1,1,500,41401,0,5
2,3,273,1,1,1,2,2,2,2,1,1,0,41327,0,3
1,38,307,2,1,1,2,1,1,1,1,1,80,41326,0,5
2,2,266,2,7,1,1,2,2,2,1,1,0,41326,0,2
1,2,307,2,2,2,1,1,1,2,1,2,0,41401,0,15
2,2,292,3,5,2,1,2,1,2,1,2,0,41326,0,1
1,12,307,1,5,3,1,1,1,1,1,1,0,41326,0,2
1,12,307,1,2,2,1,2,2,2,1,1,0,41326,0,5
2,8,299,1,3,2,1,1,1,2,1,1,0,41401,0,3
2,1,254,2,2,2,2,2,2,2,1,1,0,41326,0,2
1,1,307,2,1,3,1,2,2,2,1,1,50,41326,0,2
1,24,307,1,5,2,1,1,1,2,1,1,0,41401,0,2
2,3,266,3,1,1,1,2,3,3,1,3,0,41401,0,13
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,1
2,2,299,3,2,2,1,2,2,2,1,5,0,41401,0,5
2,12,266,1,2,2,2,2,2,2,3,1,0,41401,0,3
2,2,266,2,2,2,1,2,2,2,1,1,0,41401,0,3
1,60,103,2,1,2,2,1,1,2,1,1,500,41326,0,3
2,1,265,1,3,2,2,2,2,2,1,1,50,41326,0,7
1,12,307,1,1,2,2,1,1,2,1,1,100,41326,1,10
2,0,265,3,1,2,2,2,2,2,1,3,0,41326,0,4
2,2,273,2,1,1,1,2,1,2,2,3,0,41401,0,1
1,3,307,3,1,2,1,2,2,2,1,2,0,41401,0,5
2,2,265,1,1,2,2,2,1,2,1,1,0,41326,0,11
1,6,307,2,2,2,1,1,1,1,1,1,0,41401,0,2
1,9,206,1,7,3,3,1,1,2,1,1,600,41401,0,3
2,8,264,1,1,2,3,1,1,1,1,1,0,41326,0,4
1,72,20,2,1,2,2,1,1,1,1,1,0,41326,0,1
1,2,307,1,2,2,2,1,1,2,1,1,0,41326,0,4
2,4,266,1,3,1,1,2,2,2,1,1,0,41326,0,3
1,48,205,1,5,1,3,1,1,1,2,1,400,41326,0,2
1,2,141,1,1,2,1,1,1,2,1,1,0,41326,0,10
2,3,266,1,1,2,1,2,2,2,1,1,0,41326,0,3
1,24,307,2,2,2,1,1,1,1,1,1,250,41326,0,2
2,4,266,2,7,1,1,2,2,1,1,1,0,41401,0,3
2,84,266,2,7,2,1,1,1,1,1,1,0,41326,0,4
1,2,307,1,2,2,2,2,2,2,1,1,0,41401,0,2
2,1,266,1,3,2,1,2,2,2,1,1,0,41326,0,5
1,1,307,2,1,1,1,2,2,2,1,1,0,41401,0,1
1,1,307,2,4,2,2,2,2,2,1,1,20,41327,0,1
1,2,307,2,5,2,2,2,2,2,1,1,150,41326,2,3
1,2,141,1,2,2,2,2,2,2,1,1,0,41401,0,1
2,3,265,3,1,2,2,2,1,2,1,6,0,41326,0,4
2,3,300,2,1,1,1,3,3,3,1,1,0,41326,0,7
2,4,266,1,1,1,1,2,1,2,1,1,0,41401,0,6
2,1,254,1,4,2,2,2,2,2,1,1,0,41326,0,5
1,1,307,1,1,2,2,2,2,2,1,1,0,41326,0,4
2,24,292,2,4,2,1,1,1,1,1,1,0,41326,0,3
2,6,266,2,1,2,1,2,2,2,1,1,30,41401,0,1
1,24,178,1,4,1,2,3,3,3,1,1,0,41401,0,9
2,1,265,2,1,1,2,2,2,2,1,1,0,41401,0,2
1,1,307,3,1,2,2,3,1,3,1,4,50,41401,0,5
1,48,307,1,2,2,1,1,1,3,1,1,0,41326,0,2
1,1,307,2,1,2,2,2,2,2,1,1,0,41330,0,1
2,12,265,1,4,3,2,1,1,3,1,1,0,41326,0,6
2,2,299,3,1,2,1,2,2,2,1,7,0,41401,0,6
2,2,266,1,3,2,1,2,2,2,1,1,200,41326,0,5
2,4,265,1,1,2,2,2,1,2,1,1,0,41326,0,5
2,3,299,3,6,2,2,2,2,2,1,3,0,41326,0,7
1,10,109,1,5,3,1,1,1,2,1,1,0,41401,0,1
2,1,265,2,6,1,2,2,2,2,1,3,0,41326,0,4
1,3,307,1,2,2,2,2,2,2,1,1,0,41326,1,2
2,1,299,3,3,2,2,3,3,2,1,5,0,41326,0,2
2,2,266,1,1,2,1,1,1,2,1,1,70,41326,0,1
1,10,78,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,17,189,2,2,3,1,2,2,2,1,1,200,41326,0,2
1,84,307,2,6,1,1,1,1,1,1,1,0,41326,0,1
1,1,307,3,1,2,1,3,3,3,1,2,0,41327,0,1
2,5,265,1,3,2,2,1,1,2,1,1,0,41326,0,2
2,2,266,3,1,1,1,2,2,2,1,3,0,41367,0,1
2,10,266,2,1,1,1,1,1,1,1,1,0,41401,0,1
2,2,292,1,2,1,1,2,2,2,1,1,0,41401,0,1
2,12,307,2,1,2,1,1,1,1,1,1,0,41401,0,3
2,1,266,3,3,1,1,2,2,2,1,2,0,41401,0,6
2,1,266,1,7,2,2,2,1,2,1,1,0,41326,0,7
2,24,266,2,7,2,2,1,1,1,1,1,0,41326,0,0
2,2,266,1,1,2,1,2,2,2,1,1,0,41401,0,2
2,3,266,2,1,1,1,1,1,1,1,1,50,41401,0,1
1,3,307,2,1,2,1,2,1,2,1,1,0,41401,0,7
1,1,307,2,7,1,1,2,2,2,1,1,0,41326,0,1
2,2,266,3,1,2,2,2,2,2,1,3,0,41326,2,17
1,2,307,1,5,2,2,3,3,2,1,1,0,41326,0,1
1,5,307,3,1,2,1,2,2,3,1,2,0,41326,0,2
2,3,266,1,6,1,1,2,1,2,1,1,0,41401,0,5
2,2,265,1,6,1,2,2,2,2,1,1,0,41326,0,1
2,7,266,3,1,2,1,3,1,1,1,2,0,41336,0,2
2,1,265,2,1,2,2,2,2,2,1,1,0,41326,0,1
2,3,266,2,1,2,1,2,1,1,1,1,0,41401,0,1
1,2,307,2,2,2,2,3,3,3,1,1,0,41324,0,1
2,2,266,2,1,1,1,2,2,2,1,1,0,41401,0,1
2,2,266,3,1,2,2,2,2,2,1,4,0,41326,0,20
1,24,307,1,1,2,2,3,3,3,1,2,0,41401,0,4
1,8,307,2,2,2,1,1,1,1,1,1,150,41326,0,3
1,14,7,1,2,2,1,1,1,3,1,1,500,41330,0,2
2,1,254,2,1,1,2,2,1,2,1,1,20,41326,0,2
2,72,266,1,1,2,1,1,1,1,1,1,0,41326,0,10
2,1,292,1,5,1,1,2,2,3,1,2,0,41401,0,1
2,1,265,3,2,2,2,2,2,2,1,2,0,41401,0,5
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,0,1
1,5,307,2,2,3,1,1,1,1,1,1,50,41332,0,6
1,3,307,2,2,2,1,1,1,2,1,2,0,41401,1,3
2,12,300,2,1,2,2,2,2,2,1,1,0,41326,0,3
1,1,307,1,1,2,2,2,1,2,1,1,0,41326,0,3
2,5,266,2,1,2,1,2,1,2,1,3,0,41401,0,5
2,84,265,3,1,2,2,1,1,1,1,2,0,41401,0,1
2,3,264,1,1,2,2,2,2,2,1,1,80,41326,0,5
2,24,285,2,3,2,2,3,3,2,1,1,0,41401,0,1
2,2,266,3,1,2,2,2,2,2,1,2,0,41327,0,3
2,2,266,3,7,1,1,2,2,2,1,3,0,41327,0,5
1,2,141,1,2,2,2,2,2,2,1,1,0,41326,0,5
1,2,307,3,1,2,2,2,2,3,1,7,0,41326,0,1
2,3,266,1,3,2,1,1,1,2,1,1,0,41326,0,5
1,20,307,2,2,2,1,1,1,1,1,2,0,41401,0,11
1,4,307,2,1,2,1,1,1,2,1,3,0,41401,0,2
1,72,307,2,1,2,2,1,1,1,1,1,100,41326,0,2
1,2,70,2,2,2,1,2,2,2,1,1,0,41326,0,4
1,1,307,1,2,2,1,2,2,2,1,1,20,41327,0,1
1,2,307,1,1,1,2,2,2,2,1,2,0,41326,0,5
2,1,265,3,1,1,2,2,2,2,1,6,0,41401,0,4
1,1,307,2,7,2,2,2,2,3,1,8,0,41326,0,3
1,1,307,2,1,2,1,3,3,3,1,2,0,41327,0,1
1,2,103,2,1,2,2,3,3,2,1,1,0,41326,0,3
2,3,266,3,4,1,1,2,1,2,1,3,0,41326,0,4
1,2,307,2,1,2,1,2,2,3,1,2,0,41326,0,5
1,3,307,2,1,2,1,2,1,2,1,2,0,41326,0,2
1,1,307,2,2,2,1,2,1,2,1,1,0,41332,0,2
1,8,307,1,1,2,1,1,1,1,1,1,0,41401,0,11
1,84,128,2,2,1,1,1,1,1,1,1,0,41326,0,4
2,3,266,2,2,2,1,2,2,2,1,5,0,41326,0,8
2,2,266,2,7,1,2,2,2,2,1,1,0,41326,0,1
1,1,307,3,1,1,1,2,2,3,1,7,0,41326,0,1
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,0,3
1,24,109,1,4,3,3,1,1,2,1,1,100,41326,0,1
2,9,267,1,2,2,2,1,2,1,1,2,0,41401,0,5
2,3,266,3,1,2,1,2,2,2,1,5,0,41401,0,8
2,2,266,1,6,1,1,2,2,2,1,1,0,41326,0,4
2,5,266,1,6,1,1,1,1,3,1,1,0,41401,0,3
1,0,307,3,1,2,2,2,3,2,1,5,0,41336,0,1
2,4,266,1,1,2,2,2,2,2,1,1,0,41326,0,1
1,4,307,2,4,2,1,1,1,1,1,1,50,41332,0,3
2,4,254,2,1,2,3,2,1,1,1,1,100,41401,0,5
2,4,285,1,7,3,3,2,1,2,1,1,150,41326,0,4
2,2,306,2,1,1,1,2,2,2,1,1,0,41401,0,3
2,5,271,2,1,2,2,3,3,3,1,1,0,41401,0,13
2,1,292,2,6,1,1,3,3,2,1,1,0,41326,0,3
1,5,179,1,5,2,2,1,1,3,1,1,0,41326,0,1
2,18,266,1,3,1,1,1,1,3,1,1,0,41401,0,7
1,6,218,1,2,2,2,1,1,1,1,1,0,41326,0,7
1,1,307,2,2,2,1,2,1,2,1,6,15,41326,1,29
1,7,307,2,1,2,2,2,1,2,1,2,0,41326,0,2
1,13,141,2,3,3,1,1,1,1,1,1,0,41326,0,3
2,17,266,2,1,2,1,1,1,2,1,1,0,41326,0,5
2,24,265,3,2,2,2,1,3,3,1,6,0,41326,0,5
2,2,265,2,4,2,2,2,2,2,2,1,0,41326,0,4
1,2,307,2,2,2,1,2,1,2,1,1,80,41326,0,1
2,2,266,2,1,2,1,2,2,2,1,1,10,41336,0,2
2,2,266,2,6,2,1,2,1,2,1,1,0,41332,1,7
1,3,307,2,1,2,1,2,2,2,1,1,0,41326,0,5
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,1
1,2,307,3,1,2,2,1,1,2,1,5,0,41326,1,8
1,36,307,1,1,1,2,1,1,2,1,1,0,41401,0,1
2,36,292,1,2,2,1,2,1,2,1,1,0,41326,0,1
2,14,299,3,1,2,1,2,2,2,1,5,0,41401,0,3
1,2,239,2,2,2,1,3,3,2,1,1,0,41326,0,2
2,9,266,2,6,2,1,2,1,2,1,1,0,41336,0,1
2,3,266,2,1,2,1,1,1,2,1,2,1,41326,0,5
1,12,206,1,1,2,2,1,2,2,1,1,400,41332,0,1
2,3,266,2,1,1,1,2,2,2,1,1,0,41326,0,5
2,36,265,2,1,2,2,2,2,2,1,1,0,41401,0,3
1,5,307,2,2,1,1,3,3,3,1,1,0,41326,0,3
1,4,307,2,2,2,1,1,1,2,1,1,0,41326,0,8
1,12,307,1,2,2,2,1,1,1,1,1,0,41326,0,0
1,55,307,2,2,2,1,2,2,2,1,10,0,41401,0,2
1,3,93,1,7,2,1,2,1,3,1,1,0,41335,0,9
1,1,307,1,1,2,1,2,2,2,1,4,0,41326,0,30
2,2,266,3,1,2,1,2,2,3,1,4,0,41361,0,0
1,3,307,2,1,2,1,1,1,2,1,1,0,41326,0,8
1,36,83,2,2,2,2,1,1,2,1,1,0,41326,0,2
1,24,195,1,6,1,2,3,3,1,1,1,0,41326,0,10
2,5,266,2,1,1,1,1,1,3,1,1,0,41336,0,2
1,4,307,1,1,2,1,1,1,2,1,1,0,41326,0,1
2,3,266,2,1,2,1,2,2,2,1,12,0,41326,0,4
2,3,265,1,1,1,2,2,1,2,1,1,0,41326,0,2
1,26,307,2,1,2,1,1,1,2,1,1,0,41401,0,5
2,5,266,2,1,2,1,1,1,2,1,1,0,41401,0,2
1,0,307,3,1,2,1,2,2,2,1,4,0,41401,0,3
1,2,307,2,2,2,1,2,1,2,1,1,0,41326,0,6
1,1,307,3,1,1,1,2,2,2,1,6,0,41327,0,2
2,6,249,2,4,2,1,2,2,2,1,1,0,41401,0,1
1,2,307,1,5,3,1,3,3,3,1,1,0,41326,0,2
2,12,266,2,1,2,1,2,3,1,1,1,0,41326,0,1
1,3,307,1,6,2,1,1,1,2,1,1,100,41326,0,2
2,2,264,2,5,2,2,2,2,2,1,1,80,41326,0,5
2,60,266,1,3,3,2,1,1,1,1,1,0,41326,0,1
1,1,307,3,1,2,1,3,3,3,1,2,0,41326,0,2
2,3,285,1,3,3,2,3,3,3,1,1,0,41325,0,2
1,144,232,1,5,2,2,3,3,2,1,1,0,41326,0,1
1,1,307,2,2,2,1,3,3,2,1,1,0,41326,0,1
1,1,307,3,1,2,1,2,2,2,1,3,0,41326,0,7
1,3,307,3,1,2,1,2,2,2,1,3,0,41326,0,12
1,1,307,1,1,2,1,2,1,2,1,1,0,41326,0,4
1,60,307,1,2,2,2,1,1,1,1,1,0,41326,0,4
1,1,141,2,1,2,1,2,2,2,1,1,0,41325,0,1
2,8,292,1,2,2,1,1,1,2,1,1,50,41326,0,8
1,6,307,1,5,2,1,1,1,2,1,1,0,41327,0,1
1,2,307,2,2,2,1,2,2,2,1,6,0,41327,0,2
1,17,307,2,1,1,1,1,1,1,1,1,80,41326,0,6
1,3,218,1,2,2,1,2,2,2,1,1,0,41326,0,2
2,1,266,3,2,2,1,2,2,2,1,4,0,41326,0,4
1,2,307,2,2,2,1,2,1,2,1,1,0,41326,0,6
1,1,307,3,2,1,1,2,2,2,1,5,1,41336,0,5
1,51,205,2,2,2,1,1,1,1,1,1,188,41326,0,2
1,43,307,3,2,2,1,1,1,1,1,2,0,41326,0,4
1,4,307,1,1,3,2,1,1,2,1,1,0,41326,0,5
2,4,266,3,1,1,1,2,2,2,1,3,0,41401,0,1
1,5,307,1,2,2,1,1,1,1,1,1,0,41326,0,5
2,1,21,1,1,2,1,2,2,2,1,5,0,41401,0,5
1,4,103,1,1,2,1,1,1,2,1,1,200,41326,0,7
2,4,266,2,1,1,1,2,2,2,1,1,0,41401,0,1
1,2,307,3,1,2,1,2,1,2,1,2,80,41336,0,4
1,1,307,3,1,1,2,2,2,1,1,2,0,41332,0,3
1,2,307,1,5,2,2,2,2,2,1,1,0,41326,0,4
1,48,173,2,2,2,1,2,2,2,1,1,0,41326,0,4
1,3,307,2,1,2,1,1,1,2,1,1,0,41326,0,2
1,2,307,2,1,2,2,1,1,2,1,1,80,41327,0,1
1,1,307,1,1,2,1,2,2,2,1,1,0,41326,0,6
1,11,307,2,5,2,1,3,3,1,1,1,0,41326,0,1
1,2,179,1,2,1,2,1,1,2,1,1,200,41401,0,0
2,12,266,2,3,2,2,2,2,2,1,1,0,41401,0,1
1,15,307,2,1,1,1,1,1,2,1,1,0,41326,0,1
2,1,265,2,1,1,2,2,1,2,1,1,50,41326,0,5
2,3,265,2,1,2,2,2,1,2,1,2,0,41327,0,3
2,6,266,2,2,1,1,1,1,1,1,1,0,41326,0,1
2,12,266,2,1,2,1,1,1,1,1,1,0,41401,0,5
2,7,266,2,2,1,1,2,1,2,1,1,0,41401,0,3
1,2,307,1,2,2,2,2,2,2,1,1,0,41327,0,5
2,1,266,3,1,2,1,2,1,2,1,5,50,41326,0,5
1,24,307,1,2,3,1,1,1,1,1,1,200,41326,0,3
1,12,307,2,1,2,1,2,2,1,1,1,0,41326,0,1
2,2,292,3,2,1,2,2,2,2,1,4,0,41401,0,4
2,7,266,2,4,2,1,2,2,2,1,1,50,41326,0,2
1,2,307,2,2,2,1,2,1,2,1,1,0,41327,0,1
2,2,266,3,1,2,1,2,2,2,1,7,0,41401,0,3
1,50,307,1,2,2,1,1,1,2,1,1,0,41326,0,0
2,1,265,2,1,2,2,2,2,2,1,1,50,41326,0,6
1,1,307,2,2,2,1,2,2,2,1,1,50,41326,0,5
1,96,152,1,2,1,1,1,3,2,1,1,100,41326,0,2
1,4,307,1,4,2,1,1,1,2,1,2,0,41326,0,6
1,6,179,1,2,1,2,1,1,2,1,1,350,41401,0,1
2,3,266,2,1,2,1,2,2,2,1,1,0,41326,0,6
1,2,307,3,1,2,2,2,1,2,1,2,0,41326,0,5
1,4,307,2,1,1,2,1,1,1,1,3,0,41326,0,2
2,2,247,2,6,1,1,2,2,2,1,1,0,41401,0,5
2,24,292,3,2,2,2,1,1,1,1,2,0,41401,0,5
2,3,266,2,6,2,1,2,2,2,1,1,0,41326,1,7
2,1,266,2,6,2,1,3,3,3,1,1,0,41326,0,3
2,1,265,1,1,3,2,2,2,2,1,1,0,41326,0,4
1,1,307,3,1,1,1,2,2,2,1,8,0,41401,0,1
1,37,141,2,5,2,1,1,1,1,1,1,0,41326,0,3
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,0,3
2,4,264,1,1,2,3,3,1,2,1,1,0,41326,0,7
2,3,266,2,5,1,1,2,2,2,1,1,0,41401,0,5
2,7,266,1,2,2,1,2,2,2,1,1,50,41326,0,2
2,2,266,3,1,1,1,2,1,2,1,5,0,41401,0,2
1,3,307,2,2,3,1,2,1,2,1,1,0,41330,0,5
1,2,307,2,2,2,2,2,1,2,1,1,0,41326,0,4
1,12,307,1,3,2,1,2,1,2,1,1,0,41330,1,6
1,0,307,1,1,2,2,1,1,2,1,2,0,41326,0,4
1,1,307,1,1,2,2,3,3,3,1,1,0,41326,0,5
1,10,125,2,1,2,2,1,1,1,1,1,0,41326,0,6
1,3,307,2,1,2,1,3,3,2,1,2,0,41326,0,1
2,2,265,2,2,1,2,2,2,2,1,1,0,41326,0,3
2,4,265,2,1,1,2,3,3,2,1,1,50,41326,0,3
1,5,307,2,4,2,1,2,1,2,1,1,0,41326,0,1
1,6,307,1,1,2,2,1,1,2,1,1,0,41401,0,10
2,2,247,2,1,2,2,2,1,2,1,1,0,41401,0,4
1,1,307,3,1,2,1,1,1,2,1,5,0,41326,1,2
1,2,307,1,5,2,2,3,3,2,1,1,0,41326,0,2
1,2,109,1,2,1,2,3,3,3,1,1,0,41326,0,3
2,12,304,1,2,3,3,1,1,2,1,1,200,41326,0,4
1,12,307,1,1,2,2,3,3,3,1,1,0,41326,0,2
2,2,266,2,1,2,1,1,1,2,1,1,0,41326,0,1
2,1,265,2,2,1,2,2,2,2,1,1,30,41326,0,4
2,2,265,3,1,2,2,2,2,2,1,2,0,41401,0,4
2,12,265,2,1,2,2,3,3,3,1,1,0,41326,0,2
1,17,119,1,1,2,2,2,1,2,1,1,0,41326,0,3
2,1,266,1,1,1,1,3,3,3,1,1,0,41327,0,1
1,7,307,1,1,2,1,1,1,2,1,1,0,41326,0,1
1,0,307,3,1,1,1,2,2,2,1,6,0,41326,0,22
2,10,266,1,1,3,1,3,3,3,1,1,0,41401,0,3
2,4,254,2,1,2,2,2,2,2,1,1,0,41326,0,2
2,2,254,2,2,2,2,1,1,2,1,1,50,41326,0,2
2,3,266,2,1,2,1,3,3,3,1,1,0,41401,0,1
2,1,265,3,6,1,2,2,2,2,1,4,0,41326,0,7
2,24,264,2,3,2,3,2,2,1,1,1,0,41401,0,5
1,10,307,2,2,2,1,1,1,1,1,1,0,41401,0,4
2,2,266,3,1,2,2,2,1,2,1,2,0,41401,0,4
2,11,266,2,2,2,1,1,1,1,1,1,0,41326,0,3
1,3,307,3,1,1,1,3,3,3,1,4,0,41327,0,1
2,4,265,2,6,2,2,2,2,2,1,1,0,41326,0,2
2,2,266,1,1,1,1,2,2,2,1,1,0,41401,0,1
2,6,249,3,4,2,1,2,2,2,1,5,0,41336,0,3
2,4,285,1,6,3,2,2,2,2,1,1,120,41326,0,5
2,12,266,2,2,2,1,1,1,1,2,1,0,41326,0,1
2,2,266,3,1,2,2,1,1,1,1,2,0,41401,0,12
1,60,169,1,2,1,3,1,1,2,1,1,0,41326,0,3
2,2,266,2,1,1,1,1,1,2,1,1,0,41326,0,4
2,2,266,2,7,2,1,2,2,2,1,1,0,41327,0,0
2,6,265,1,1,2,2,1,1,1,1,2,0,41401,0,15
2,3,266,1,1,2,2,1,1,3,1,1,0,41327,0,3
1,2,307,2,1,2,2,2,2,2,1,1,0,41326,0,5
2,2,264,3,1,3,3,2,2,2,1,4,0,41326,0,5
1,24,109,1,3,3,3,1,1,1,1,1,0,41326,0,2
1,3,307,2,1,2,1,2,2,2,1,1,0,41326,0,2
1,36,307,1,3,2,2,1,1,2,1,1,0,41326,0,2
2,2,265,2,6,1,2,2,2,2,1,1,0,41336,0,2
1,2,307,1,1,2,1,1,1,2,1,1,0,41326,0,8
1,5,307,2,1,2,1,1,1,2,1,1,0,41401,0,2
1,36,307,2,2,2,1,3,3,2,1,1,0,41324,0,1
2,1,252,1,1,1,1,2,2,2,1,1,0,41401,0,4
2,3,266,2,1,2,1,1,1,2,1,1,0,41401,0,2
2,11,266,2,1,2,1,1,1,1,1,1,50,41326,0,5
2,7,266,1,1,3,1,1,1,2,1,1,0,41401,0,7
1,1,307,1,1,2,2,2,2,2,1,1,0,41326,0,5
1,3,307,2,1,2,1,1,1,2,1,1,0,41326,0,3
1,4,128,2,2,1,1,3,3,3,1,1,0,41327,0,4
1,1,307,1,1,2,1,2,2,2,1,1,20,41326,0,5
1,3,307,2,2,2,1,2,1,2,1,1,0,41326,0,4
1,2,307,2,2,2,1,1,1,2,1,1,0,41326,0,4
1,1,307,2,2,2,2,2,2,2,2,1,50,41326,0,5
2,8,266,2,1,2,1,1,1,1,1,1,10,41327,0,2
2,1,266,2,3,2,1,2,1,2,1,2,0,41326,0,2
1,1,307,2,1,2,2,2,1,2,1,1,0,41326,0,5
2,4,299,1,6,1,1,1,1,2,1,1,0,41326,0,3
2,5,252,2,1,1,1,1,1,1,1,1,0,41401,0,3
1,1,307,2,1,2,2,2,2,2,1,1,0,41326,0,7
1,3,307,2,1,2,1,1,1,2,1,1,0,41401,0,2
1,2,189,1,1,2,2,2,1,2,1,1,150,41401,0,11
1,1,307,2,2,2,1,2,2,2,1,1,0,41326,0,1
2,4,265,3,1,2,2,2,3,1,1,2,0,41326,0,1
2,8,265,2,1,2,2,3,3,3,1,1,0,41326,0,5
1,1,15,2,2,2,1,2,2,2,1,1,0,41335,0,3
1,2,307,2,1,2,2,2,2,2,1,1,0,41401,0,6
2,6,243,1,2,2,1,2,1,1,1,1,0,41401,0,0
1,1,307,2,2,2,1,1,1,2,1,1,0,41326,0,10
1,17,139,3,1,3,2,1,1,2,1,2,0,41401,0,2
1,17,307,2,2,1,1,2,1,1,1,2,0,41401,0,0
1,2,307,1,1,2,1,1,2,2,1,2,0,41332,0,3
1,3,307,1,2,2,1,1,1,3,2,1,0,41326,1,9
1,7,307,2,2,1,1,2,2,2,1,1,0,41326,0,1
2,1,266,3,1,2,1,2,2,2,1,3,0,41336,0,3
1,36,205,2,5,1,2,3,3,3,1,1,0,41401,0,3
2,5,266,2,2,2,1,3,3,3,1,1,0,41326,0,5
1,3,307,2,7,3,1,2,2,2,1,1,0,41327,0,3
2,36,292,2,1,2,1,2,1,2,1,2,0,41326,0,5
1,0,307,3,1,1,1,2,2,2,1,8,0,41326,0,2
1,2,307,1,1,1,1,2,2,2,1,3,0,41336,0,3
2,3,266,1,2,1,1,2,2,2,2,1,0,41401,0,1
1,1,81,2,1,2,1,2,2,2,1,1,0,41401,0,1
1,24,179,1,7,1,2,3,3,3,1,1,0,41401,0,3
1,5,109,1,3,1,3,1,1,1,1,1,0,41326,0,1
1,2,307,1,1,2,2,2,2,2,1,1,0,41326,0,5
2,3,266,1,3,2,1,1,1,2,1,1,0,41326,0,6
2,1,266,3,1,1,1,2,2,2,1,4,0,41401,0,10
2,2,266,2,1,2,1,1,1,2,1,1,0,41401,0,5
2,4,299,2,4,2,1,1,1,2,1,1,0,41401,0,7
1,3,307,2,3,2,1,3,3,3,1,1,0,41327,0,3
2,14,266,2,2,2,1,3,1,1,1,1,0,41401,0,2
2,1,266,2,1,2,2,3,3,3,1,1,0,41326,0,4
2,29,285,2,3,2,3,2,1,1,1,1,160,41326,2,19
1,17,307,1,1,2,1,1,1,1,1,1,0,41401,0,7
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,0,1
1,1,307,2,1,2,1,2,3,2,1,1,0,41326,0,1
1,24,307,2,1,2,1,1,1,1,1,2,0,41326,8,30
2,2,266,1,2,2,1,2,1,2,1,1,0,41326,0,5
1,5,213,1,1,2,2,2,1,2,1,1,0,41326,0,2
1,2,307,3,1,2,1,2,1,2,1,3,0,41401,0,4
2,5,281,2,6,2,1,1,1,1,1,1,0,41326,0,1
2,12,266,2,1,2,1,2,2,2,1,6,0,41326,0,4
1,1,307,3,1,2,1,2,2,2,1,6,0,41401,0,5
1,3,307,1,1,2,1,3,3,2,1,1,0,41326,0,2
1,2,307,2,2,2,2,2,1,2,1,1,0,41326,0,3
1,4,307,1,2,2,1,2,1,3,1,1,0,41401,0,1
2,5,266,2,7,2,1,2,1,2,1,1,0,41401,0,5
2,4,306,1,1,2,2,2,1,2,1,1,0,41326,0,5
2,3,266,1,2,2,1,1,1,2,1,1,10,41326,0,8
2,7,292,2,2,2,1,2,1,2,1,1,0,41326,0,6
2,1,266,3,1,2,1,2,2,2,1,3,0,41326,0,3
1,4,218,2,1,2,2,1,1,1,1,1,0,41401,0,8
1,6,307,2,1,2,1,2,2,2,1,1,0,41326,0,1
1,12,307,2,1,2,1,1,1,1,1,1,0,41401,0,3
2,5,247,1,1,3,1,1,1,2,1,1,50,41326,0,3
