Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,PhotoAmt,AdoptionSpeed
1,2,307,3,1,2,1,2,2,2,1,2,0,41326,21,2
1,18,179,1,2,1,2,1,1,1,1,1,0,41326,4,0
2,11,266,2,1,2,1,1,1,1,1,1,0,41326,5,4
2,2,266,2,1,2,1,2,2,2,1,1,0,41327,1,3
2,29,266,1,1,2,1,1,1,1,1,1,90,41401,11,2
2,4,265,2,1,3,2,2,2,2,1,1,0,41401,8,1
1,1,307,2,2,2,2,2,2,2,1,1,0,41326,5,2
1,5,307,2,4,2,2,2,1,2,1,1,0,41330,3,4
2,24,251,2,6,2,2,1,1,1,1,1,0,41401,1,4
1,2,307,3,3,2,1,3,3,3,2,2,0,41401,1,1
2,24,243,2,6,3,2,3,3,3,1,1,0,41401,2,4
2,3,266,1,4,1,2,1,1,2,1,1,50,41326,3,2
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,5,3
2,7,266,2,5,1,1,1,1,1,1,1,30,41326,4,4
2,1,266,2,5,2,2,2,2,2,1,1,50,41401,3,0
2,12,266,2,4,2,1,2,2,2,1,4,0,41401,2,1
1,5,307,2,1,2,1,2,1,2,1,1,0,41336,2,4
2,12,266,1,1,2,1,2,1,2,1,1,1,41326,2,3
1,24,76,3,1,2,1,1,1,1,1,2,500,41326,7,3
1,2,307,2,7,2,1,2,2,2,1,1,20,41327,1,2
1,3,307,2,1,2,2,2,1,2,1,4,0,41326,5,4
1,5,307,2,4,2,1,2,1,2,1,1,0,41326,1,4
2,1,265,1,1,2,2,2,2,2,1,1,0,41326,1,2
2,12,265,2,1,2,2,1,1,1,1,1,0,41326,2,4
1,5,307,3,1,2,1,2,2,2,1,4,0,41326,4,4
2,10,299,1,1,2,2,1,1,1,1,2,0,41401,7,4
2,12,265,2,6,2,2,1,1,1,1,1,0,41401,2,4
2,1,266,2,1,1,1,2,1,2,1,2,0,41326,7,2
2,2,265,1,1,1,2,1,1,2,1,1,0,41327,1,1
1,5,307,2,1,2,2,1,1,2,2,1,0,41326,5,1
2,10,265,2,1,2,2,1,1,1,1,1,0,41326,4,4
2,2,265,1,1,2,2,2,1,2,1,1,0,41326,6,2
2,2,265,1,2,2,2,1,1,3,1,1,0,41326,5,2
1,2,307,1,3,2,1,2,2,2,1,1,20,41327,2,3
1,6,307,2,1,2,1,1,1,2,1,1,0,41326,3,1
1,1,307,2,1,1,1,2,2,2,1,1,0,41326,1,2
2,2,266,2,1,2,1,2,2,2,1,2,0,41401,9,3
1,2,307,1,1,1,1,2,1,2,1,1,0,41336,2,4
2,2,266,1,2,2,1,2,2,2,1,1,0,41326,4,2
2,2,266,3,1,1,1,2,2,2,1,3,0,41401,7,3
1,48,82,1,1,2,1,1,1,1,2,1,0,41326,5,0
1,2,307,2,2,2,2,2,2,2,1,1,0,41326,1,2
1,12,307,1,1,1,1,3,3,2,1,1,0,41326,2,3
2,1,289,2,5,2,1,2,1,2,1,1,0,41326,5,1
2,5,299,2,1,1,1,3,3,3,1,1,0,41401,1,3
1,18,307,2,7,2,1,1,1,1,1,1,0,41326,2,4
1,36,26,2,1,3,2,3,3,3,1,1,0,41326,1,1
2,4,243,2,2,1,1,2,1,2,1,1,0,41401,1,2
1,3,307,1,2,2,2,1,1,2,1,1,100,41326,3,2
2,2,266,1,4,1,1,2,2,2,1,1,0,41401,4,3
1,2,307,3,7,2,1,2,2,2,1,2,0,41327,2,2
2,5,276,2,2,3,3,1,1,2,1,1,100,41326,2,3
1,4,307,1,2,2,1,1,1,2,1,1,0,41326,4,4
2,2,285,2,3,2,3,2,1,2,1,1,700,41326,5,1
2,24,266,3,4,1,1,2,1,2,1,3,0,41335,11,2
1,2,307,2,5,2,1,2,1,2,2,1,0,41401,1,4
1,1,307,2,1,2,1,2,1,2,1,1,0,41326,4,2
1,84,307,1,4,2,2,1,1,1,1,1,0,41327,1,4
1,60,189,1,1,3,1,1,1,2,1,1,0,41401,2,3
1,2,218,2,1,2,2,3,3,2,1,1,0,41326,3,3
1,3,307,2,2,2,1,1,1,2,1,1,0,41401,9,2
1,72,69,1,2,2,3,3,3,2,1,1,0,41401,6,2
2,3,247,1,1,2,1,1,1,2,1,1,450,41326,1,2
2,8,268,2,1,2,1,3,2,1,1,2,0,41330,3,4
1,24,307,1,2,2,1,1,1,1,1,1,0,41330,4,3
2,1,266,1,3,2,2,2,2,2,1,1,0,41326,6,1
2,2,306,3,1,1,1,2,2,2,1,3,0,41326,11,2
1,1,307,1,1,2,2,2,1,2,1,1,0,41326,4,1
2,2,265,1,6,2,2,2,2,2,1,1,0,41327,16,4
1,7,307,2,2,2,2,2,2,1,1,1,0,41326,1,4
1,84,307,2,2,2,2,3,3,2,2,1,0,41326,0,4
1,2,307,2,1,2,1,3,3,2,1,1,0,41326,1,1
2,10,265,1,1,3,2,2,2,2,1,3,0,41326,1,4
2,3,265,2,1,1,2,2,1,2,1,1,50,41326,5,4
2,1,299,2,3,2,2,2,2,2,1,5,0,41401,5,2
1,2,307,1,1,2,1,1,1,2,1,1,0,41401,2,2
2,36,306,2,1,1,1,2,1,1,1,1,0,41326,9,2
2,15,285,1,3,3,2,1,1,2,1,1,0,41326,1,3
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,3,3
2,7,266,3,1,2,1,2,2,2,1,6,0,41326,10,3
2,2,266,1,6,1,1,2,2,2,1,1,0,41326,4,1
2,12,266,2,1,2,1,1,1,1,1,1,0,41326,2,4
1,6,307,1,1,2,1,2,1,2,1,1,0,41330,1,3
1,2,141,1,4,2,2,3,1,3,1,1,150,41401,5,1
2,5,292,2,6,3,2,1,1,2,1,1,0,41326,3,3
1,1,307,3,2,2,1,2,2,2,1,8,0,41327,10,2
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,2,2
2,1,266,3,1,1,1,2,2,2,1,4,0,41336,15,3
2,2,247,2,1,1,2,2,1,2,1,1,150,41326,1,1
2,2,266,1,3,2,1,1,1,2,1,3,0,41326,5,2
2,18,266,1,1,3,1,1,1,2,1,1,0,41326,5,4
2,2,266,1,1,2,1,2,1,2,1,1,0,41326,3,2
1,2,307,3,2,2,1,2,2,2,1,2,0,41332,2,4
2,1,265,3,6,1,2,2,2,2,1,2,0,41326,4,3
1,55,307,2,2,2,1,2,2,2,1,10,0,41401,2,4
2,10,266,1,6,2,1,1,1,1,1,1,0,41326,2,2
1,24,307,3,1,2,1,2,1,3,1,5,0,41335,5,4
2,1,266,3,1,2,1,2,2,2,1,6,0,41326,10,2
1,88,109,1,2,2,2,1,1,3,1,1,0,41330,4,2
2,1,243,1,6,2,1,2,2,2,1,1,0,41401,5,1
1,3,307,1,1,2,2,2,2,2,1,2,0,41401,2,2
1,14,128,2,2,1,1,1,1,2,1,1,50,41326,1,1
2,1,266,3,1,2,1,2,2,2,1,4,0,41401,21,2
2,4,265,1,1,1,2,3,1,2,1,1,0,41326,5,4
2,2,265,1,1,3,2,2,2,2,1,1,15,41326,2,2
1,12,179,1,2,1,2,1,1,2,1,1,300,41326,5,0
2,1,266,2,6,2,1,1,1,3,1,4,0,41330,5,3
2,2,266,2,1,1,2,1,1,3,2,1,0,41326,3,4
1,2,307,1,1,2,2,2,2,1,1,1,0,41326,5,3
2,3,265,2,1,2,2,2,1,2,1,2,0,41327,3,4
1,5,307,2,2,2,2,1,1,1,1,1,0,41330,1,3
2,38,265,2,5,2,2,2,2,2,1,1,0,41326,2,2
1,6,307,1,2,2,1,2,2,2,1,2,0,41326,3,4
2,1,264,2,1,3,3,2,1,3,1,1,0,41326,2,1
2,3,265,1,1,1,2,2,2,2,1,1,0,41326,1,2
2,7,283,1,5,2,1,3,1,1,1,1,10,41326,5,2
1,24,189,2,1,2,2,1,1,1,1,1,0,41326,1,1
2,2,266,1,1,1,1,2,2,2,1,1,0,41401,3,1
2,84,266,2,6,2,1,1,1,1,1,1,0,41326,1,3
2,1,265,3,1,1,2,2,2,2,1,4,0,41326,5,4
2,2,266,1,1,1,1,2,2,3,1,1,0,41401,2,3
2,2,266,2,1,1,1,2,1,2,1,1,0,41326,6,2
1,5,307,2,1,1,1,1,1,1,1,1,0,41326,4,4
1,2,147,3,2,1,2,3,3,3,1,2,100,41327,2,3
1,2,307,2,7,2,3,1,1,2,1,1,0,41326,1,1
2,6,265,3,1,1,2,2,2,2,1,2,0,41326,4,2
2,4,243,2,7,2,1,2,2,1,1,1,0,41326,6,2
2,4,266,2,1,2,2,2,2,2,2,2,0,41326,3,4
1,2,76,2,1,2,1,3,3,3,1,2,0,41327,3,4
1,0,307,3,1,2,1,2,2,1,1,6,0,41327,4,4
2,24,266,3,1,2,1,2,2,2,1,4,0,41326,4,4
1,2,307,1,2,2,1,2,2,2,1,1,0,41327,8,2
2,1,265,2,2,1,2,2,1,1,1,1,200,41401,3,4
1,8,307,2,2,2,1,1,1,1,1,1,0,41326,4,4
2,7,266,1,4,2,1,1,1,1,1,1,50,41326,5,3
2,4,266,2,1,2,1,1,1,1,1,1,0,41330,4,3
1,48,205,1,5,1,3,1,1,1,2,1,200,41326,1,2
2,6,299,1,3,2,1,2,2,2,1,1,50,41326,3,2
2,5,265,1,1,3,2,1,2,2,1,1,0,41401,3,4
1,3,307,2,2,1,1,1,1,2,1,1,0,41326,5,3
1,3,152,2,1,2,1,2,1,2,1,1,0,41326,3,3
1,2,307,3,1,2,2,2,2,2,1,4,0,41326,1,3
2,5,265,2,1,1,1,1,1,2,1,1,100,41326,2,2
2,0,266,2,2,1,1,1,1,1,1,1,50,41401,2,3
1,2,307,2,1,2,1,1,1,2,1,1,0,41401,4,3
1,3,128,2,1,2,2,1,1,2,1,1,0,41326,8,3
2,2,242,2,5,2,3,2,1,2,1,1,650,41326,6,3
2,2,266,2,5,2,1,2,2,2,1,1,50,41326,6,1
1,0,307,1,2,2,1,2,2,2,1,1,50,41326,1,4
2,2,266,2,7,2,1,1,1,2,1,1,30,41326,1,2
1,120,179,2,5,1,3,1,1,2,1,1,180,41326,3,2
1,1,218,2,2,2,1,2,1,2,1,1,0,41326,2,2
2,1,266,2,1,1,1,2,2,2,1,4,0,41401,2,4
1,4,307,2,1,2,1,1,1,2,1,1,0,41326,3,4
1,1,307,3,1,2,1,2,2,2,1,3,0,41326,7,2
1,2,307,2,7,2,2,2,2,2,1,1,0,41326,1,1
2,6,266,1,2,2,1,1,1,2,1,1,0,41326,4,1
2,6,266,2,2,2,1,1,1,1,1,1,0,41326,5,2
1,4,307,1,2,2,2,2,2,2,1,1,0,41336,2,4
1,1,307,1,1,2,1,2,2,2,1,1,0,41326,2,2
2,2,292,3,3,1,1,1,1,2,1,3,0,41401,14,3
1,2,20,2,2,2,1,2,1,2,1,1,0,41326,7,2
1,2,307,2,2,2,2,1,1,2,1,1,100,41326,2,2
1,60,307,2,2,2,1,1,1,1,2,1,0,41326,3,4
2,3,266,2,1,2,1,2,1,2,1,1,0,41326,3,4
2,4,266,3,1,2,2,2,2,2,1,2,0,41326,1,3
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,1,1
1,2,307,2,2,1,2,3,3,3,1,3,0,41336,5,2
2,2,266,1,1,2,1,2,2,2,1,1,0,41326,7,2
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,1,4
1,2,307,1,1,2,2,2,2,2,1,1,0,41326,5,4
1,4,128,2,2,1,1,1,1,2,1,1,300,41326,5,1
1,24,307,2,1,2,2,1,1,1,1,1,0,41326,3,3
1,6,307,2,1,2,1,2,2,2,1,1,0,41326,1,2
1,1,307,2,1,2,1,1,1,2,1,1,1,41326,4,2
2,14,264,2,1,2,3,3,1,2,1,1,100,41326,4,2
2,7,266,1,5,2,1,3,3,2,1,1,0,41336,4,1
1,2,307,2,2,2,2,2,1,2,1,1,0,41326,1,3
1,2,307,2,1,2,1,2,2,2,1,4,0,41326,4,2
1,4,195,2,7,1,1,1,1,2,1,1,400,41326,5,0
1,1,307,2,1,2,1,2,2,2,1,1,0,41326,3,2
1,2,307,3,1,2,2,3,3,3,1,5,0,41326,18,2
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,3,2
1,41,205,1,3,1,1,1,1,1,1,1,350,41326,3,2
2,3,292,1,5,1,1,1,1,2,1,1,0,41326,1,4
1,29,179,1,2,1,1,1,1,1,1,1,150,41327,1,4
2,1,299,2,1,2,2,2,2,2,1,1,0,41326,2,1
2,5,266,2,1,2,1,2,2,1,1,2,0,41326,5,2
1,1,307,2,1,2,1,2,2,2,1,1,0,41327,1,3
2,2,265,2,1,2,2,2,1,2,1,1,0,41326,3,1
1,1,307,2,1,2,1,2,1,2,1,3,0,41326,4,2
1,2,307,1,1,1,2,2,2,2,1,2,0,41326,2,0
1,18,152,2,1,2,1,1,1,1,1,1,0,41326,11,4
1,12,307,2,1,2,1,1,1,1,1,1,100,41332,2,2
1,1,307,1,1,2,1,1,1,1,1,4,0,41326,5,1
1,1,307,3,1,2,1,2,1,2,1,17,0,41330,14,3
2,2,266,2,6,2,1,1,1,2,1,1,200,41326,3,2
2,12,266,2,4,2,1,1,1,1,1,1,0,41401,1,0
1,2,307,1,1,3,1,2,2,2,1,1,0,41326,6,3
1,2,307,2,2,2,2,2,2,2,1,1,0,41326,9,3
1,4,307,2,1,2,1,3,3,1,1,1,0,41326,1,2
1,1,307,2,1,2,1,2,1,2,1,2,0,41401,26,3
1,2,307,1,1,1,1,1,1,3,1,1,0,41326,2,2
1,60,195,2,1,1,1,3,3,3,1,1,25,41326,2,0
2,3,266,2,1,1,1,2,2,2,1,1,0,41401,1,2
2,3,265,3,5,2,2,2,1,2,1,3,0,41326,2,2
1,2,147,1,7,1,3,1,1,2,1,1,200,41326,0,3
2,2,265,1,1,2,2,1,1,2,1,1,0,41326,8,2
1,18,307,2,1,2,1,1,1,1,1,1,0,41326,3,4
2,12,266,3,1,2,1,2,2,2,1,10,0,41401,4,4
2,2,247,2,1,2,2,3,3,3,1,1,20,41326,3,1
1,6,218,2,7,2,3,2,2,2,1,1,20,41327,1,4
2,5,266,1,1,1,1,2,2,2,1,1,0,41326,0,4
2,48,276,2,1,3,3,1,1,1,1,1,0,41326,4,3
1,0,50,1,1,2,1,2,2,2,1,1,0,41401,6,2
1,3,307,1,2,2,2,1,1,2,2,1,350,41336,4,3
1,1,307,1,1,2,1,2,1,2,1,1,0,41401,5,2
2,4,266,2,1,1,2,1,1,2,1,1,0,41326,6,1
1,1,307,3,2,3,1,2,2,2,1,3,0,41326,5,3
2,1,265,1,1,2,2,2,2,2,1,1,0,41401,4,3
2,12,266,2,2,2,2,2,2,3,1,1,0,41326,5,4
2,2,266,2,1,1,1,2,2,2,1,1,0,41401,1,2
1,24,109,3,3,3,2,1,1,2,1,2,0,41326,5,2
2,2,266,2,1,1,2,2,1,2,1,1,0,41326,3,4
2,2,285,3,1,1,3,2,2,2,1,4,300,41326,5,4
1,1,307,1,2,2,1,2,1,2,1,1,0,41401,3,2
1,4,152,2,5,1,2,1,1,1,1,1,200,41401,7,2
1,1,307,2,1,1,2,2,2,2,1,1,0,41335,6,1
1,1,307,1,2,2,1,3,3,2,1,5,0,41401,2,4
1,8,307,2,2,2,1,1,1,1,1,1,150,41326,3,4
1,1,307,2,2,2,2,2,1,2,1,1,0,41326,3,1
2,1,265,3,1,2,2,2,2,2,1,2,0,41326,1,4
1,120,307,2,3,2,1,1,1,1,1,1,0,41327,3,3
1,8,307,2,3,2,1,1,1,1,1,1,0,41326,8,1
1,2,307,2,1,2,2,1,1,2,1,1,50,41326,3,3
2,3,266,1,1,1,2,2,2,2,1,3,0,41330,6,4
2,8,266,2,2,2,1,1,1,2,1,5,100,41326,1,4
2,2,266,1,1,1,1,3,1,3,1,7,0,41326,14,3
1,2,307,1,1,2,2,1,1,2,1,1,0,41326,5,1
1,1,224,1,7,2,1,2,2,2,1,1,0,41401,3,2
1,24,307,2,1,2,1,2,2,1,1,1,0,41326,1,4
2,3,266,1,1,3,1,2,1,2,1,1,0,41326,1,1
1,1,307,2,2,2,1,2,2,2,1,1,50,41326,1,3
2,5,285,3,1,2,3,2,2,2,1,2,100,41401,3,2
2,2,266,1,1,2,2,1,1,1,1,1,0,41326,1,4
1,36,307,1,2,2,1,2,2,3,1,1,0,41326,0,4
2,2,266,3,1,2,1,2,2,2,1,4,0,41326,4,3
1,2,307,1,5,2,2,3,3,2,1,1,0,41326,2,3
2,1,265,2,2,2,2,2,2,2,1,3,0,41326,4,0
1,6,307,2,1,2,1,3,3,3,2,1,0,41401,5,4
2,7,266,2,2,2,1,2,1,1,1,1,0,41326,3,2
1,1,307,1,1,2,2,1,1,2,1,1,0,41326,11,1
1,4,307,2,1,2,2,1,1,1,1,3,0,41326,2,4
1,1,307,1,1,2,1,2,2,2,1,3,0,41330,3,2
2,1,285,1,3,2,3,2,1,2,1,1,100,41326,4,2
1,1,307,1,2,1,2,2,2,2,2,1,0,41326,2,2
2,1,266,1,1,1,1,2,2,2,1,3,0,41401,3,3
2,1,299,3,5,1,1,2,1,2,1,3,0,41401,0,4
1,4,307,2,2,1,1,2,2,2,1,1,0,41326,2,3
1,7,128,1,7,2,2,3,3,3,1,1,0,41401,3,2
2,8,276,2,1,2,3,2,2,2,1,1,100,41326,4,1
2,12,292,2,2,2,1,1,1,1,1,1,0,41326,1,2
1,2,307,3,1,2,1,2,2,2,1,5,30,41401,5,4
2,4,266,2,1,2,1,2,1,1,1,1,0,41401,2,1
1,1,307,1,1,2,2,2,2,2,1,1,0,41330,2,2
1,2,205,2,5,1,3,1,1,1,1,1,0,41326,7,1
2,3,265,2,1,1,2,2,2,2,1,4,0,41326,1,1
1,120,205,1,2,2,1,1,1,3,2,1,0,41326,2,4
1,2,307,2,2,2,2,2,2,2,1,1,0,41326,2,2
1,4,307,2,1,2,1,1,1,2,1,1,0,41401,3,3
2,7,266,1,4,2,1,2,1,1,1,1,0,41326,1,2
2,6,265,2,3,2,2,1,1,2,1,1,0,41326,1,4
2,2,266,3,1,3,1,2,2,2,1,4,0,41401,3,4
1,60,307,1,2,2,2,3,1,1,1,1,0,41401,6,4
1,2,307,1,2,2,2,3,3,3,1,1,1,41332,4,4
1,6,307,2,4,2,1,1,1,1,1,1,0,41401,10,3
1,2,307,2,7,2,1,2,2,2,1,1,20,41327,1,3
1,4,307,1,5,2,1,1,1,1,1,1,0,41326,3,4
1,48,109,1,3,3,2,1,1,1,1,1,200,41326,3,2
1,30,109,3,3,3,2,1,1,2,1,2,0,41326,3,0
2,2,266,1,1,1,1,2,2,2,1,1,0,41401,1,3
1,2,307,2,1,2,1,2,1,2,1,2,0,41401,10,1
1,24,307,1,1,2,1,1,1,1,1,1,120,41326,1,4
1,24,307,1,5,2,2,3,3,3,2,1,0,41326,2,3
1,36,195,1,1,1,2,1,1,1,1,1,300,41326,1,1
2,12,266,2,7,2,1,1,1,2,1,7,0,41326,2,2
1,1,307,1,1,2,2,2,1,2,1,1,0,41401,7,2
1,3,307,2,1,1,1,3,3,3,1,1,0,41401,1,4
1,1,307,2,1,2,1,2,2,2,1,1,0,41401,1,3
2,15,283,2,4,2,2,2,1,1,1,1,0,41401,3,4
2,4,242,3,1,3,3,1,1,2,1,2,0,41326,5,4
1,2,307,1,2,2,1,2,1,2,1,1,0,41326,3,2
1,0,307,3,2,2,1,2,2,2,1,3,0,41326,6,2
1,24,109,2,2,3,2,1,1,1,1,1,0,41326,5,4
1,36,195,1,4,2,2,1,1,3,2,1,200,41326,1,1
2,1,266,2,2,2,1,2,2,2,1,1,80,41401,3,4
1,2,307,2,6,2,2,1,1,2,1,1,0,41401,4,4
1,1,307,2,3,2,2,3,3,3,1,1,0,41324,1,4
1,2,307,1,1,2,1,2,2,2,1,1,0,41326,7,4
2,24,266,2,1,2,2,1,1,2,1,1,0,41326,5,3
1,3,307,2,1,2,1,1,2,2,1,1,0,41327,5,1
1,60,39,2,1,2,2,1,1,1,1,1,0,41326,1,1
1,12,20,1,1,2,1,1,1,1,1,1,0,41330,3,2
1,60,307,2,1,2,2,3,3,3,1,1,0,41326,3,4
1,1,307,1,1,2,2,3,3,2,1,1,0,41326,3,3
2,6,264,2,1,2,3,2,2,2,1,1,0,41326,5,2
1,1,307,1,1,2,2,3,3,2,1,1,0,41326,1,1
1,4,307,2,2,2,1,1,1,2,1,2,0,41326,13,3
2,3,266,1,4,1,1,2,1,2,1,1,0,41401,1,1
1,72,20,2,1,2,2,1,1,1,1,1,0,41326,1,3
2,6,283,2,2,2,1,1,1,1,1,1,0,41326,9,3
1,12,307,2,3,2,2,1,1,1,1,1,0,41326,3,3
1,1,307,3,1,3,3,2,2,2,1,8,0,41336,3,3
2,1,265,2,1,2,2,2,2,2,1,1,0,41326,1,2
2,12,263,3,2,2,3,2,2,2,1,5,750,41401,5,4
1,3,307,3,1,2,2,2,2,2,2,2,0,41401,4,2
1,2,20,2,2,2,1,3,3,2,1,1,0,41326,3,3
1,3,20,3,1,2,1,2,1,2,1,2,0,41326,3,3
1,12,76,1,1,2,1,2,2,2,1,2,100,41326,5,3
1,3,307,2,2,3,1,2,1,2,1,1,0,41325,4,3
2,18,299,1,1,3,2,1,3,1,1,1,0,41326,5,4
2,4,266,1,3,2,1,1,1,2,1,1,0,41401,2,2
1,2,307,3,2,2,1,2,2,2,1,2,0,41336,5,4
1,2,307,2,2,2,1,1,1,2,1,1,0,41330,5,2
1,0,307,3,2,2,1,1,1,3,1,3,0,41326,5,3
1,5,307,2,2,2,1,2,2,2,1,1,0,41324,13,2
2,12,266,1,3,2,1,1,1,1,1,1,0,41401,2,2
2,1,266,2,4,2,2,2,2,2,1,1,0,41326,5,3
2,2,265,2,1,2,2,2,1,3,1,1,0,41326,5,2
1,4,20,2,2,2,1,1,1,3,1,1,120,41401,8,3
2,12,266,1,1,2,1,2,2,2,1,1,0,41401,1,4
1,9,307,1,2,2,1,2,2,2,1,1,0,41326,6,3
2,2,266,1,2,1,2,2,1,2,1,1,0,41326,5,2
1,18,20,2,1,2,1,1,2,3,1,1,200,41326,3,1
2,2,266,2,2,2,1,2,1,2,1,1,0,41332,5,3
2,12,265,2,1,3,2,3,3,3,1,1,0,41327,2,3
1,4,307,2,2,1,1,2,2,2,1,1,0,41326,5,4
1,12,307,2,5,2,1,1,1,2,1,1,0,41327,1,4
2,2,266,1,5,2,1,2,1,2,1,1,0,41332,4,2
2,2,276,2,1,2,3,2,1,2,1,1,0,41326,6,1
1,1,307,1,1,2,1,2,1,2,1,3,0,41401,4,3
2,3,266,1,1,2,1,1,1,2,1,1,50,41401,6,4
1,60,195,1,1,2,2,1,3,3,1,1,0,41401,1,4
1,1,307,1,1,2,2,1,1,2,1,1,0,41326,1,1
2,12,265,2,1,2,2,3,3,3,2,1,0,41326,1,4
2,9,292,1,5,2,1,1,1,1,1,2,0,41326,4,1
2,3,266,1,1,2,1,1,1,2,1,1,0,41326,3,4
2,3,266,2,1,2,1,2,1,2,1,1,0,41401,7,1
1,12,307,1,2,3,1,2,1,1,1,1,0,41326,1,1
2,5,266,3,1,2,1,2,1,2,1,7,0,41326,9,4
1,24,20,1,2,1,1,3,3,3,1,1,0,41326,0,0
2,1,266,2,1,1,1,2,2,2,1,1,20,41326,5,3
2,12,264,1,1,1,3,1,1,1,1,1,0,41401,3,1
2,4,306,2,1,3,2,1,1,2,1,1,0,41401,3,3
2,1,266,3,1,1,1,2,2,2,1,5,0,41326,8,2
1,8,49,1,2,2,1,1,1,1,1,1,120,41326,10,2
2,1,299,3,1,1,1,3,3,3,1,11,0,41401,0,4
2,13,303,2,1,2,1,1,1,2,1,1,50,41326,3,4
2,4,266,1,4,2,1,2,2,2,1,1,0,41326,1,4
1,3,307,1,1,2,2,2,1,2,1,1,0,41326,5,2
1,3,307,2,2,2,1,1,1,2,1,1,0,41401,30,3
1,3,307,2,2,2,1,2,1,2,1,1,0,41326,2,2
1,5,213,1,1,3,2,1,1,1,1,1,0,41326,2,2
2,12,266,2,1,2,2,2,2,2,1,1,0,41401,1,4
1,1,307,1,1,2,2,2,1,2,1,1,0,41330,2,2
1,2,307,2,1,2,2,2,2,2,1,1,0,41401,5,4
1,2,307,2,1,2,1,2,1,2,1,1,0,41327,1,4
2,3,266,3,1,1,1,2,1,2,1,3,0,41326,2,3
2,3,265,1,6,3,2,1,1,1,1,1,30,41326,5,1
1,48,109,1,3,3,2,1,1,2,1,1,0,41325,3,1
1,2,307,2,1,2,1,3,3,2,1,1,0,41326,2,2
1,9,141,2,1,3,1,1,1,1,1,1,300,41326,4,4
1,3,26,2,2,4,2,1,3,2,1,1,0,41336,1,1
2,2,266,2,1,1,1,2,1,2,1,1,0,41326,5,1
1,1,307,1,1,2,3,2,2,2,1,1,0,41327,3,2
1,2,307,1,2,1,2,2,2,2,1,1,50,41326,1,4
2,1,265,1,1,3,2,2,1,3,1,1,0,41326,4,1
1,2,307,2,2,3,1,2,1,2,1,1,150,41326,3,1
1,24,205,2,6,1,3,3,3,3,2,1,0,41401,2,1
2,18,266,1,6,2,1,2,1,1,1,1,0,41401,1,1
2,2,264,3,1,1,2,2,2,2,1,3,0,41326,3,1
1,2,26,1,1,3,1,1,1,2,1,1,0,41326,3,3
1,3,307,2,1,2,2,1,1,2,1,1,0,41326,6,3
2,2,266,3,1,2,2,2,2,2,1,4,0,41401,8,3
2,3,299,2,1,2,2,2,1,2,1,1,0,41326,5,2
1,49,205,1,2,1,3,1,1,1,1,1,0,41324,1,2
1,1,307,2,2,2,2,1,1,2,1,1,0,41326,1,1
1,2,307,1,1,2,1,2,2,2,1,1,0,41401,3,2
1,24,307,1,1,2,2,3,3,3,1,1,0,41326,1,4
1,8,173,2,2,3,1,1,1,2,1,1,100,41326,4,4
2,2,266,3,1,1,2,2,2,2,1,4,0,41326,2,4
2,3,266,3,2,1,1,1,1,2,1,3,50,41330,10,4
1,4,128,2,2,1,1,3,3,3,1,1,0,41327,4,4
2,1,266,2,1,2,2,2,2,2,1,2,0,41326,8,4
1,2,202,1,1,2,2,1,1,1,1,1,0,41330,1,4
1,6,307,2,1,1,1,1,1,2,1,1,0,41326,2,4
1,2,307,2,5,2,2,2,1,2,1,1,0,41326,2,3
2,14,264,2,2,3,3,1,1,1,1,1,0,41330,12,3
2,8,289,2,6,2,1,3,1,2,1,1,0,41367,4,1
2,2,265,2,7,2,2,1,1,2,1,1,0,41401,9,2
2,4,306,1,1,2,2,2,1,2,1,1,0,41326,5,3
1,1,307,3,1,2,2,1,1,2,1,5,0,41401,11,1
1,60,195,2,6,2,2,1,1,1,1,1,0,41326,1,2
2,12,266,1,1,3,1,1,1,1,1,1,0,41401,2,1
1,1,307,2,1,2,2,2,2,2,1,1,0,41330,5,3
1,1,307,1,2,2,2,3,3,3,1,1,0,41326,2,1
1,2,307,1,1,2,1,2,1,2,2,1,0,41336,2,2
2,7,300,2,1,1,2,2,2,2,1,1,0,41330,3,4
1,2,307,2,1,2,1,2,1,2,1,1,100,41326,2,2
1,5,213,2,2,1,1,1,1,1,1,1,0,41401,8,3
2,7,266,1,1,1,1,1,1,1,1,1,10,41327,1,4
1,2,307,3,1,2,2,1,1,3,1,3,10,41326,4,0
1,2,307,1,1,2,1,1,1,2,1,1,50,41326,5,3
1,3,307,2,4,2,2,1,1,3,1,1,100,41327,2,4
1,4,307,2,2,2,1,1,1,2,1,1,100,41326,3,4
2,7,264,2,1,2,3,3,3,3,1,1,250,41326,1,4
1,29,205,1,1,1,2,1,1,2,1,1,0,41336,1,4
1,3,307,1,1,2,1,2,1,2,1,1,50,41336,1,3
1,2,307,2,1,2,2,1,1,2,1,3,0,41401,10,3
1,4,141,2,1,2,1,2,1,2,1,4,0,41326,2,4
1,9,103,1,1,3,1,1,1,1,1,1,300,41401,1,1
